Id,description
376,"Statistiche anno 23/24: nella scorsa stagione Verdi ha giocato 34 partite in campionato con 8 gol, 2 assist e 3 ammonizioni all'attivo.
Gestione al Fantacalcio: esperto di Serie A, torna al Fantacalcio, ma non da titolare inamovibile. E' infatti il classico 12esimo uomo di Fabregas: con lui si passa al 4231. Tiratore infallibile che a gara in corso può incidere. Se lo acquistate, va schierato a prescindere dalla titolarità, soprattutto nei match abbordabili. Prezzo? Probabilmente da quinto slot.
Note positive: tiratore infallibile, sa fare la differenza anche a gara in corso.
Note negative: non è un titolare fisso, potrebbe alternarsi tanto complicando non poco la sua gestione in sede di formazione.
In chiave Mantra: per chi utilizza moduli con una trequarti ampia parliamo di un'ultima alternativa molto interessante. Un jolly che può tornare utile nel corso della stagione."
526,"Statistiche anno 23/24: nella scorsa stagione Duncan è andato a voto in 26 occasioni, 24 di queste da titolare. Per lui 2 gol, 5 assist e 2 ammonizioni con una MV del 6.08 e una FM del 6.46.
Gestione al Fantacalcio: entrerà stabilmente nelle rotazioni a centrocampo, sia da titolare che a gara in corso. Esperienza e sacrificio a servizio del Venezia per un calciatore che andrà spesso a voto e che garantisce anche un discreto bottino di bonus. Uno degli ultimi slot di copertura del vostro pacchetto di centrocampo può serenamente prevedere il suo acquisto.
Note positive: low cost, vizio del bonus. Andrà spesso a voto.
Note negative: non un titolarissimo, potrebbe spesso collezionare partite a voto da subentrato.
In chiave Mantra: una C di copertura che può tornare utile in leghe da almeno 10 partecipanti per chi utilizza moduli con due mezzeali."
2839,"Statistiche anno 23/24: nella scorsa stagione Sottil è andato a voto in 18 occasioni, 13 di queste da titolare. Per lui 2 gol, 3 assist e 1 ammonizione con una MV del 5.97 e una FM del 6.44.
Gestione al Fantacalcio: probabilmente non titolare inamovibile, ma un perno importante che rientrerà nelle rotazioni sulla trequarti. Soprattutto a gara in corso sarà un'arma a disposizione di Palladino, pronto ad usufruire delle sue caratteristiche. Al Fanta può essere una scommessina intrigante per gli ultimi slot del proprio pacchetto di centrocampo.
Note positive: scommessa low cost che può garantire 25/30 partite a voto e anche un bottino di 6/7 bonus totali.
Note negative: partirà spesso dalla panchina, dunque la sua gestione in sede di formazione potrebbe essere più complicata del previsto.
In chiave Mantra: anche in questo caso parliamo di una scommessa molto intrigante in copertura, specialmente per chi utilizza moduli con due W come il 3511."
4364,"Statistiche anno 23/24: nella scorsa stagione Gaetano è andato a voto in 17 occasioni, 11 di queste da titolare. Per lui 5 gol, 2 ammonizioni e 1 espulsione con una MV del 6.12 e una FM del 6.88.
Gestione al Fantacalcio: seconda parte di stagione entusiasmante al Cagliari, torna proprio in Sardegna dove sarà protagonista. Opzione dal dischetto, ma soprattutto trequartista titolare ed una delle fonti principale di bonus della squadra di Nicola. Al Fantacalcio senza dubbio diventa un centrocampista succosissimo, anche da terzo slot.
Note positive: incline al bonus e titolarissimo, potrebbe arrivare serenamente anche a quota 10 tra gol e assist.
Note negative: occhio al prezzo, rischia di essere davvero alto per un calciatore di una medio-piccola.
In chiave Mantra: perde probabilmente un po' di appeal rispetto al Classic, ma resta un'ottima opzione alternativa ai vostri titolari."
5589,"Statistiche anno 23/24: nella scorsa stagione Konè ha disputato 25 partite con 2 gol, 2 assist, 4 ammonizioni e 1 espulsione.
Gestione al Fantacalcio: centrocampista molto utile e prezioso per il lavoro che farà in fase di non possesso, ma senza dubbio non un profilo particolarmente appetibile in chiave Fantacalcio. Arriva per giocare tanto, spesso anche da titolare. Per i nostri scopi parliamo di un tassello da prendere in copertura, max 6 slot del vostro pacchetto di centrocampo.
Note positive: giocherà tantissimo, affidabile per MV, prezzo molto moderato.
Note negative: incline ai cartellini, pochi bonus.
In chiave Mantra: aumenta ovviamente l'appeal potendo ricoprire il ruolo di M. Un titolare probabilmente nelle leghe a 10, al massimo un'opzione a rotazione con profili di livello simile."
5919,"Statistiche anno 23/24: nella scorsa stagione Tchaouna è andato a voto in 29 occasioni, 23 di queste da titolare. Per lui 4 gol, 3 assist e 4 ammonizioni con una MV del 6.07 e una FM del 6.52.
Gestione al Fantacalcio: la concorrenza in casa Lazio sulla corsia offensiva di destra è folta, ma lui può senza dubbio giocarsi le sue carte. Magari inizialmente a gara in corso, poi anche da titolare. Rispetto agli altri contendenti potrebbe essere quello pagato di meno: una scommessa da sesto slot magari (soprattutto per il prezzo), ma con un possibile rendimento di livello maggiore.
Note positive: senso del bonus spiccato (7 totali nella Salernitana nella scorsa stagione). Prezzo basso.
Note negative: concorrenza molto folta, potrebbe collezionare la maggior parte delle presenze da subentrato.
In chiave Mantra: in questo caso forse perde leggermente di appeal. In questo ruolo si cercano calciatori capaci di offrire maggiori certezze e solidità. Detto ciò, se utilizzate moduli con due W lui potrebbe risultare una discreta alternativa in un pacchetto di 4/5 calciatori di questo ruolo."
6804,"Statistiche anno 23/24: nella scorsa stagione Richardson ha disputato 28 partite con 3 gol, 1 assist e 4 ammonizioni.
Gestione al Fantacalcio: giovane centrocampista molto interessante. Nonostante la folta concorrenza in mediana, ci aspettiamo possa trovare tanto spazio viste le sue caratteristiche. Potrebbe dedicarsi ad un lavoro principalmente difensivo, ma facendolo con classe ed eleganza. Altissimo, può fare bene sui piazzati. Al Fantacalcio è una scommessa che intriga molto per gli ultimi slot del proprio pacchetto di centrocampo.
Note positive: low cost, andrà spesso a voto. MV affidabile, occhio alla facilità nel colpo di testa sui piazzati.
Note negative: non porta tantissimi bonus essendo un calciatore focalizzato principalmente sull’interdizione, anche per questo potrebbero non mancare i cartellini.
In chiave Mantra: acquista sicuramente appeal potendo ricoprire anche il ruolo di M. Una scommessina davvero affascinante, magari anche come prima alternativa qualora deciderete di puntare su un super top di questo ruolo."
22,"Statistiche anno 23/24: nella scorsa stagione De Roon è andato a voto in 30 occasioni, 29 di queste da titolare. Per lui 10 ammonizioni e 5 assist con una MV e una FM del 5.97.
Gestione al Fantacalcio: se sta bene, è un titolare inamovibile per Gasperini. Non proprio un profilo incline al bonus, ma un'alternativa affidabilissima, soprattutto per chi utilizza il modificatore di centrocampo. Un classico 6 slot di copertura in leghe da 10. Di certo non mancano le opzioni a centrocampo in casa Atalanta, ma sono varie e interscambiabili, ragion per cui sconsigliamo di prenderlo in coppia. A voto ci andrà quasi sempre, di conseguenza si può acquistare serenamente in solitaria.
Note positive: quasi sempre presente e raramente insufficiente (8 volte su 31 nella scorsa stagione). Inoltre ha mostrato una certa propensione all'assist (5 nell'ultimo campionato).
Note negative: con l'età che avanza e la Champions di mezzo il turnover per lui potrebbe essere leggermente più marcato. Inoltre si fa ammonire spesso (10 in 31 partite nella scorsa stagione).
In chiave Mantra: in questo campo la sua valutazione cambia tanto. Come M è senza dubbio uno dei migliori, affidabile in termini di media voto e anche con il vizio del bonus. Una primissima alternativa in leghe da 8/10, un titolare inamovibile in tornei da 12 squadre in poi."
170,"Statistiche anno 23/24: nella scorsa stagione Badelj è andato a voto in 32 occasioni, tutte da titolare. Per lui 1 gol, 3 assist e 6 ammonizioni con una MV del 6.05 e una FM del 6.14.
Gestione al Fantacalcio: perno importantissimo in cabina di regia. Andiamo dritti al punto: non è un profilo super appetibile, ma un usato sicuro affidabile sotto diversi aspetti. Un ottavo slot di copertura in leghe da 10 partecipanti almeno. Se avete osato con le scommesse non certe del posto, lui è un profilo che può salvarvi in casi di emergenza.
Note positive: titolare da prendere al prezzo minimo, affidabile per media voto (7 volte insufficiente in 32 partite nella scorsa stagione).
Note negative: pochi gol, qualche cartellino di troppo (6 in 32 presenze nella scorsa stagione). Occhio agli acciacchi e qualche partita che potrebbe saltare a causa della folta concorrenza (potrebbero essere più della scorsa stagione le panchine iniziali).
In chiave Mantra: un mediano affidabile low cost come copertura da affiancare ad un top e ad una scommessa."
181,"Statistiche anno 23/24: nella scorsa stagione Vecino è andato a voto in 25 occasioni, 8 di queste da titolare. Per lui 6 gol, 1 assist e 8 ammonizioni con una MV del 6.16 e una FM del 6.78.
Gestione al Fantacalcio: ancora una volta potrebbe ripetersi lo stesso copione. Quasi mai titolare, ma spesso a voto, pronto a segnare. Copertura low cost, anche in leghe da 10 partecipanti. Troverà spazio anche nella prossima stagione, seppur forse arretrando leggermente il proprio raggio d'azione.
Note positive: andrà spesso a voto, sa incidere anche a gara in corso (5 bonus nelle 17 partite a voto da subentrato).
Note negative: non essendo un titolare è difficile gestirlo in sede di formazione e beccare i suoi bonus. Occhio ai malus (8 gialli nella scorsa stagione).
In chiave Mantra: probabilmente una delle M/C più propense al gol. Il nostro consiglio? Un posticino in rosa per lui si può trovare, magari come ultima opzione in un pacchetto di 3 M, a patto che le altre due siano titolarissime."
795,"Statistiche anno 23/24: nella scorsa stagione El Shaarawy è andato a voto in 29 occasioni, 19 di queste da titolare. Per lui 3 gol, 2 assist e 2 ammonizioni con una MV del 6.05 e una FM del 6.40.
Gestione al Fantacalcio: anche nella prossima stagione non si può pensare di descriverlo come un titolare, ma parliamo di un calciatore che andrà spessissimo a voto e che anche da subentrato può fare la differenza. Listato centrocampista, attira ovviamente l'attenzione: può essere un profilo molto interessante per il 6/7 slot del proprio pacchetto di centrocampo.
Note positive: andrà spesso a voto, prezzo basso, pronto a garantire un bottino di bonus di almeno 5/6 bonus totali.
Note negative: partirà spesso dalla panchina, dunque la sua gestione al Fantacalcio potrebbe rivelarsi abbastanza complicata.
In chiave Mantra: potrebbe essere una buona ultima copertura in un pacchetto di 3/4 W, a prescindere dal modulo che utilizzerete."
1933,"Statistiche anno 23/24: nella scorsa stagione Mandragora è andato a voto in 30 occasioni, 16 di queste da titolare. Per lui 3 gol, 3 assist e 5 ammonizioni con una MV del 5.95 e una FM del 6.28.
Gestione al Fantacalcio: non parliamo di un titolare inamovibile, ma un profilo che rientrerà stabilmente nelle rotazioni a centrocampo. Al Fanta non è un profilo super appetibile in termini di bonus, ma un mediano sempre affidabile per quel che concerne il minutaggio e la MV. Un 6 slot di copertura di tutto rispetto.
Note positive: low cost, titolare e affidabile per MV (solo 1/3 delle gare della scorsa stagione sotto la sufficienza).
Note negative: non porta tantissimi bonus e non sarà un titolare inamovibile.
In chiave Mantra: acquista sicuramente appeal potendo ricoprire anche il ruolo di M. Per noi rappresenta una validissima prima alternativa al vostro titolare di riferimento."
1976,"Statistiche anno 23/24: nella scorsa stagione Mazzitelli è andato a voto in 29 occasioni, 26 di queste da titolare. Per lui 5 gol, 0 assist, 4 ammonizioni e 1 espulsione.
Gestione al Fantacalcio: nella scorsa stagione abbiamo notato come sia un profilo serenamente all'altezza della categoria. Anche al Fantacalcio ha regalato non poche gioie con ben 5 gol all'attivo. Al Como magari non sarà inamovibile, ma collezionerà diverse presenze rendendosi utile sotto diversi aspetti. Una discreta copertura per gli ultimi slot del vostro centrocampo.
Note positive: centrocampista low cost, sempre a voto e con il vizio marcato del bonus.
Note negative: non consideratelo come un titolare inamovibile, la concorrenza è folta e le panchine potrebbero arrivare.
In chiave Mantra: ovviamente aumenta di netto l'appeal potendo ricoprire anche il ruolo di M. Ottima copertura per il vostro titolare di riferimento. Una prima alternativa in una lega a 10."
2818,"Statistiche anno 23/24: nella scorsa stagione Bennacer è andato a voto in 18 occasioni, 13 di queste da titolare. Per lui 2 gol, 2 assist e 2 ammonizioni con una MV del 6.08 e una FM del 6.47.
Gestione al Fantacalcio: partiamo subito col dire che non è un titolare inamovibile, anzi. La concorrenza è folta e lui ruoterà tanto, come tutti del resto in mediana. Inoltre, al Fantacalcio risulta un profilo poco appetibile anche perchè non offre tanti bonus. Che slot? Un 7 di copertura in leghe da almeno 10 partecipanti.
Note positive: centrocampista low cost con cui chiudere il reparto dalla MV affidabile (4 insufficienze nella scorsa stagione).
Note negative: porta pochi bonus e come detto non è un titolare inamovibile.
In chiave Mantra: qui ovviamente aumenta il suo appeal visto che ricopre un ruolo molto prezioso. Non può essere la vostra prima scelta, ma una valida alternativa al titolare di punta."
4342,"Statistiche anno 23/24: nella scorsa stagione Duda è andato a voto in 32 occasioni, 29 di queste titolare. Per lui 1 gol, 5 assist, 10 ammonizioni, 1 espulsione e 1 rigore sbagliato con una MV del 6.05 e una FM del 5.98.
Gestione al Fantacalcio: perno inamovibile nella scorsa stagione, sarà un punto di riferimento importante anche nella prossima. Ovviamente in mezzo al campo, pronto a portare qualche bonus, ma senza dubbio più prezioso a livello calcistico piuttosto che fantacalcistico. In quest'ultimo caso parliamo infatti di un 6/7 slot di copertura.
Note positive: titolare low cost da prendere in copertura. Affidabile per MV (8 insufficienze nella scorsa stagione).
Note negative: non porta tanti bonus, inoltre occhio ai cartellini (10 gialli e 1 rosso nella scorsa stagione).
In chiave Mantra: in questo caso il suo appeal aumenta in maniera esponenziale. Forse troppo considerarlo un titolare per le vostre rose, ma sicuramente una primissima alternativa."
4459,"Statistiche anno 23/24: nella scorsa stagione Rovella è andato a voto in 21 occasioni, 16 di queste da titolare. Per lui 0 gol, 2 assist e 6 ammonizioni con una MV del 6.12 e una FM del 6.07.
Gestione al Fantacalcio: che sia 433 o 4231 poco cambia per lui. Dovrebbe essere un perno fisso per Baroni, il play centrale a prescindere dal modulo adottato. Al Fantacalcio non un profilo da tanti bonus, ma la classica copertura da ultimi slot che garantisce un voto fisso e una media sufficiente.
Note positive: MV impeccabile (solo 3 insufficienze nella scorsa stagione). Titolare ad un prezzo basso.
Note negative: pochi bonus. Occhio ai cartellini (6 gialli in 21 presenze nella scorsa stagione).
In chiave Mantra: aumenta il suo appeal in questo caso. Tolti i top (ossia le M più propense al bonus) parliamo di un mediano molto affidabile in termini di media voto, l'ideale per chi non vuole spendere troppo in questo ruolo."
4686,"Statistiche anno 23/24: nella scorsa stagione Fofana ha disputato 32 presenze con 4 gol, 4 assist e 3 ammonizioni.
Gestione al Fantacalcio: è il mediano di rottura che serviva al Milan. Giocherà nei due di centrocampo con compiti difensivi molto importanti e delicati. Dovrà dare fisicità ed equilibrio ad un centrocampo che dovrà supportare una trequarti ricca e fantasiosa. Al Fantacalcio non parliamo di un profilo appetibilissimo in termini di bonus (3/4 totali potrebbero comunque arrivare), ma un 6 slot affidabile sotto vari aspetti.
Note positive: affidabile per MV, andrà quasi sempre a voto.
Note negative: pochi bonus, occhio ai cartellini gialli che potrebbero aumentare con i compiti che gli richiederà Fonsesca.
In chiave Mantra: acquisisce naturalmente valore potendo ricoprire anche il ruolo di M. Un profilo forse sottovalutato che per rapporto qualità-prezzo può rivelarsi un ottimo affare."
4947,"Statistiche anno 23/24: nella scorsa stagione Brescianini è andato a voto in 35 occasioni, 24 di queste da titolare. Per lui 4 gol, 1 assist e 1 ammonizione con una MV del 6.09 e una FM del 6.44.
Gestione al Fantacalcio: nella scorsa stagione è stato una grande sorpresa, ma adesso sarà sicuramente meno titolare. Tuttavia con Gasperini ci aspettiamo sempre la solita grande alternanza, ragion per cui Brescianini potrebbe comunque rendersi parecchio utile. Low cost e di copertura per il vostro 6/7 slot del pacchetto di centrocampo.
Note positive: low cost, andrà spesso a voto. Buona MV e anche abbastanza incline al gol.
Note negative: come accennato, Gasperini ama il turnover massiccio e Brescianini potrebbe spesso partire dalla panchina.
In chiave Mantra: acquisisce naturalmente maggiore appeal potendo ricoprire anche il ruolo di M. Al Mantra rappresenta una scommessina intrigante per chiudere il pacchetto di mediani."
4973,"Statistiche anno 23/24: nella scorsa stagione Mckennie è andato a voto in 33 occasioni, 29 di queste da titolare. Per lui 0 gol, 7 assist e 6 ammonizioni con una MV del 6.20 e una FM del 6.32.
Gestione al Fantacalcio: reduce da un'ottima stagione con Allegri in panchina, è stato reintegrato da Motta e sarà utilizzato in mediana, probabilmente come alternativa ai titolari, specialmente a Thuram. Non un profilo che vi svolta il Fantacalcio, ma una scommessina da ultimo slot.
Note positive: lo acquisterete al prezzo minimo. Assistman.
Note negative: con Motta in panchina rischia di giocare poco rispetto alla scorsa stagione, soprattutto da titolare. Pochi gol.
In chiave Mantra: risulta ancor più appetibile in questo caso, una scommessina intrigante per l'ultimo slot in un pacchetto di 3/4 M in leghe da almeno 10 partecipanti."
5131,"Statistiche anno 23/24: nella scorsa stagione Gilmour ha disputato 41 partite con 0 gol, 2 assist, 8 ammonizioni e 1 espulsione.
Gestione al Fantacalcio: approda a Napoli dove si giocherà il posto con Lobotka. Lo slovacco parte in leggero vantaggio, ma il ballottaggio è serrato e la sensazione è che lo scozzese con il tempo possa sovvertire le gerarchie. Un profilo affidabile per MV, ma non da bonus. Una scommessina in copertura come 7/8 slot in leghe da almeno 10 partecipanti.
Note positive: lo acquisterete ad un prezzo bassissimo, affidabile per MV e potrebbe andare spesso a voto.
Note negative: Lobotka parte leggermente in avanti nel ballottaggio, comunque serrato e che si presenterà fino a fine stagione.
In chiave Mantra: acquista appetibilità, la coppia con Lobotka in leghe da almeno 10 partecipanti si può fare senza troppi problemi."
5319,"Statistiche anno 23/24: nella scorsa stagione Sohm ha disputato 35 partite con 1 gol, 5 assist e 1 ammonizione.
Gestione al Fantacalcio: protagonista nella scorsa stagione, si candida per essere un perno importante anche in Serie A. Non è un titolare inamovibile, ma andrà a voto praticamente in ogni partita. Al Fantacalcio può rappresentare una scommessa low cost intrigante per chiudere il pacchetto di centrocampo.
Note positive: centrocampista low cost che andrà a voto praticamente in ogni partita. Incline all’assist (5 nella scorsa stagione). Si fa ammonire raramente.
Note negative: la concorrenza è folta e potrebbe arrivare più di una panchina nel corso della stagione. Non è particolarmente propenso al gol.
In chiave Mantra: può essere una buona copertura, magari non la prima, ai titolari nel ruolo di C. Anche in questo caso parliamo di un profilo estremamente low cost."
6061,"Statistiche anno 23/24: nella scorsa stagione Oudin è andato a voto in 31 occasioni, 21 di queste da titolare. Per lui 3 gol, 2 assist e 3 ammonizioni con una MV del 6.18 e una FM del 6.48.
Gestione al Fantacalcio: nella scorsa stagione si è messo in mostra e anche nella prossima potrebbe riuscire ad incidere. Non una macchina da bonus, ma un centrocampista comunque di stampo offensivo e molto affidabile anche per MV. Un quarto slot basso in leghe da 10 partecipanti.
Note positive: giocatore di estro e fantasia, capace di garantire sempre 5/6 bonus a stagione e dall'ottima media voto (solo 4 insufficienze nella scorsa stagione). Per XA uno dei migliori in Serie A.
Note negative: la concorrenza è folta e potrebbe finire in panchina, almeno inizialmente, in più di un'occasione.
In chiave Mantra: un jolly duttile che può tornare molto utile per chi utilizza moduli come il 4231 o il 3421. Non un titolare, ma un'alternativa validissima."
6481,"Statistiche anno 23/24: nella scorsa stagione Payero è andato a voto in 28 occasioni, 21 di queste da titolare. Per lui 2 gol, 2 assist, 6 ammonizioni e 1 espulsione con una MV del 5.88 e una FM del 6.02.
Gestione al Fantacalcio: tornerà parecchio utile all'Udinese, ancor di più della scorsa stagione. Rientrerà stabilmente nelle rotazioni a centrocampo, forse però con qualche compito difensivo in più. Tuttavia può garantire un discreto bottino di bonus ad un prezzo moderato. Un quinto slot molto interessante.
Note positive: buon feeling con il bonus (4 in 21 partite da titolare). Prezzo moderato per un quinto slot.
Note negative: occhio i cartellini (6 gialli e 1 rosso per un calciatore con queste caratteristiche sono tanti). La concorrenza è folta e le panchine potrebbero arrivare.
In chiave Mantra: una prima alternativa per chi utilizza moduli con due C. In leghe da 10 partecipanti è un'opzione da tenere spesso in caldo per la formazione titolare."
6645,"Statistiche anno 23/24: nella scorsa stagione Marchwinski ha disputato 35 partite fra tutte le competizioni con 11 gol e 6 assist collezionati.
Gestione al Fantacalcio: calciatore dal grande talento, fantasista che sa fare sia gol che assist. Nel Lecce dovrebbe avere un ruolo da protagonista sulla trequarti, pronto ad incidere concretamente anche al Fantacalcio. Per i nostri scopi è un profilo che intriga davvero tanto: classico centrocampista offensivo che si può prendere come scommessa ad un prezzo relativamente basso. Per noi può avere un rendimento abbastanza soddisfacente, ma l'ideale sarebbe acquistarlo per il vostro quinto slot di centrocampo.
Note positive: può raggiungere anche 10 bonus totali, low cost e titolare.
Note negative: spesso tende ad assentarsi nel corso della stagione per più di una partita. Profilo leggermente altalenante per MV.
In chiave Mantra: perde probabilmente un po' di appeal al Mantra dove però può rappresentare una copertura di tutto rispetto per i vostri titolari, ancor più utile in moduli come il 4231."
6684,"Statistiche anno 23/24: nella scorsa stagione Ekkelenkamp ha disputato 51 partite 5 gol, 2 assist, 6 ammonizioni e 1 espulsione.
Gestione al Fantacalcio: nonostante abbia qualità davvero importanti, non vi aspettate un profilo super appetibile in chiave Fantacalcio. Calciatore molto tecnico che tornerà utile a Runjaic in più posizioni del centrocampo. Non possiamo definirlo subito un titolare, ma parliamo comunque di un perno che potrà essere importante, pronto ad entrare stabilmente nelle rotazioni.
Note positive: prezzo molto basso, spesso a voto, MV affidabile.
Note negative: porta pochi bonus e qualora giocasse nei due in mediana difficile pensare possa migliorare in questo fondamentale.
In chiave Mantra: come detto, troverà spazio ed è per questo che potrebbe fungere da copertura intrigante per chi utilizza moduli con due mezzeali."
6875,"Statistiche anno 23/24: nella scorsa stagione Nico Paz ha disputato 38 partite con 11 gol, 4 assist e 5 ammonizioni.
Gestione al Fantacalcio: giocatore di grandissimo talento, un trequartista puro che però può giocare anche sull'esterno. Ama le progressioni palla al piede, imbucare per i compagni e tirare da fuori. Ha in canna un buon bottino di bonus e al Fantacalcio può essere una scommessa molto stuzzicante. Il prezzo potrebbe essere quello di un 5 slot pieno, ma ci aspettiamo un rendimento superiore.
Note positive: molto offensivo, incline al gol, andrà spesso a voto.
Note negative: non possiamo ovviamente definirlo un titolare inamovibile, potrebbero infatti essere diverse le presenze da subentrato.
In chiave Mantra: una T/A che ovviamente intriga soprattutto per la trequarti, magari come alternativa concreta ai vostri titolari in un 4231."
468,"Statistiche anno 23/24: nella scorsa stagione Paredes è andato a voto in 34 occasioni, 32 di queste da titolare. Per lui 3 gol, 4 assist, 1 espulsione e 14 ammonizioni con una MV del 5.99 e una FM del 6.13.
Gestione al Fantacalcio: a prescindere dal modulo, dovrebbe ricoprire un ruolo importante anche nella prossima stagione. Quasi sempre a voto, può rappresentare un ottimo sesto slot di copertura ad un prezzo anche molto basso.
Note positive: prezzo basso, costante, possibile vice rigorista, quasi sempre a voto.
Note negative: tantissimi cartellini (14 ammonizioni e 1 rosso). Senza rigori non segna praticamente mai.
In chiave Mantra: acquista ancor più valore in questa posizione dove potreste pensare di prenderlo per il ruolo di primissima alternativa al vostro titolare di riferimento."
1978,"Statistiche anno 23/24: nella scorsa stagione Sensi è andato a voto in 1 occasione, non da titolare. Per lui 0 bonus e 0 malus con una MV e una FM del 6.50.
Gestione al Fantacalcio: torna a Monza dove spera naturalmente di ritagliarsi spazio importante nel corso della stagione. Sia nei due di centrocampo che, all'occorrenza, anche sulla trequarti. Parte leggermente dietro nelle gerarchie, ma ci aspettiamo possa andare spesso a voto. Al Fantacalcio è una scommessa intrigante, da 6/7 slot.
Note positive: centrocampista low cost pronto a collezionare anche 20/25 presenze con un bottino di 3/4 bonus totali.
Note negative: parte leggermente dietro nelle gerarchie. Occhio alle condizioni fisiche, negli ultimi anni i problemi fisici l'hanno tormentato spesso.
In chiave Mantra: anche in questo caso parliamo di una scommessa intrigante in copertura, magari per l'ultimo tassello del vostro pacchetto di C qualora giochiate con due mezzeali pure."
4658,"Statistiche anno 23/24: nella scorsa stagione Ikoné è andato a voto in 26 occasioni, 18 di queste da titolare. Per lui 3 gol, 1 assist e 5 ammonizioni con una MV del 5.79 e una FM del 6.08.
Gestione al Fantacalcio: non possiamo parlare di un titolare, ma di un profilo che proverà a ritagliarsi un po' di spazio nel corso della stagione. Quasi sempre a gara in corso, al Fanta parliamo di una scommessa da ultimo slot in leghe da almeno 10/12 partecipanti.
Note positive: probabilmente lo acquisterete al prezzo minimo, potrebbe racimolare 15/20 presene.
Note negative: la maggior parte delle presenze che collezionerà saranno da subentrato. Pochi bonus.
In chiave Mantra: anche in questo caso parliamo di una scommessa da ultimissimo slot, in leghe da almeno 10/12 partecipanti."
4662,"Statistiche anno 23/24: nella scorsa stagione Weah è andato a voto in 25 occasioni, 12 di queste da titolare. Per lui 0 gol, 1 assist e 5 ammonizioni con una MV del 5.92 e una FM del 5.86.
Gestione al Fantacalcio: Motta ha fatto capire di voler utilizzare l'americano sulla corsia offensiva di destra, ma come alternativa al titolare. Non un punto fermo, ma un tassello interessante che potrà tornare utile nel corso della stagione soprattutto a gara in corso. Al Fantacalcio, listato come centrocampista, può essere una scommessina molto stuzzicante.
Note positive: scommessina low cost che potrebbe esser valorizzata dalla filosofia di gioco di Thiago Motta. Giocherà più avanzato rispetto alla scorsa stagione.
Note negative: parte dietro nelle gerarchie, non è una macchina da bonus.
In chiave Mantra: una scommessa da poter inserire come ultimo slot in un pacchetto di 4/5 W, l'ideale per chi utilizza moduli come il 3511."
4890,"Statistiche anno 23/24: nella scorsa stagione Tameze è andato a voto in 28 occasioni, 25 di queste da titolare. Per lui 0 gol, 2 assist, 1 espulsione e 6 ammonizioni con una MV del 5.79 e una FM del 5.73.
Gestione al Fantacalcio: un mestierante che andrà spesso a voto, sia da titolare che da subentrato, ma che garantisce pochissimi bonus e una media voto tutt'altro che brillante. Può essere acquistato, ma soltanto come ultimissimo slot di copertura, qualora necessitiate di un profilo low cost da almeno 20/25 partite a voto.
Note positive: può garantire molte presenze, anche da subentrato, al prezzo minimo.
Note negative: molti più malus che bonus (6 gialli, 1 rosso e 2 assist nella scorsa stagione). Inoltre, occhio alla concorrenza, potrebbero arrivare più panchine di quante ne possiate immaginare.
In chiave Mantra: acquista un po' di appeal essendo una M, ma anche in questo caso consigliamo di tenerlo in considerazione solo come ultima riserva in copertura."
4965,"Statistiche anno 23/24: nella scorsa stagione Marin è andato a voto in 28 occasioni, 20 di queste titolare. Per lui 0 gol, 2 assist e 3 ammonizioni con una MV del 5.98 e una FM del 6.02.
Gestione al Fantacalcio: tornato al Cagliari dovrebbe ritrovare finalmente continuità con Nicola in panchina. Che sia in cabina di regia o come mezzala poco importa. Centrocampista affidabile sotto diversi punti di vista che può rappresentare un'ottima copertura low cost per chiudere il vostro pacchetto di centrocampo.
Note positive: titolare low cost affidabile per media voto e anche rigorista all'occorrenza.
Note negative: non ci aspettiamo sia inamovibile, inoltre occhio a qualche acciacco di troppo che spesso lo ha colpito nelle ultime stagioni.
In chiave Mantra: una ottima M di copertura in un pacchetto di tre mediani, ad un prezzo anche abbastanza basso."
5507,"Statistiche anno 23/24: nella scorsa stagione Busio ha disputato 42 partite con 7 gol, 5 assist e 4 ammonizioni.
Gestione al Fantacalcio: ci sono dubbi su quella che dovrebbe essere la sua posizione in campo, ma la sensazione è che possa giocare nei due sulla trequarti alle spalle di Pohjanpalo. Qualche bonus in più dunque, ma la solita costanza anche in termini di media voto. Al Fantacalcio è un profilo che intriga tanto, un 5/6 slot molto probabilmente, anche per prezzo.
Note positive: centrocampista low cost titolare e con il vizio concreto del bonus.
Note negative: qualora giocasse in mediana e non sulla trequarti, i bonus potrebbero diminuire rispetto alla scorsa stagione.
In chiave Mantra: a prescindere dal modulo può essere un'alternativa validissima come mezzala. Qualora giochiate con 2 C, senza dubbio la prima riserva della vostra rosa in quel ruolo."
